R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37)
R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49)
R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62)
Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.
R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38)
R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67)
L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10)
L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77)
Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB
Total: 4.27,,Total: 4.27,,Total: 4.27,,Total: 4.27,,Total: 4.27,,Total: 4.27
,,,,,,,,,,
Granger - Shadford,,Granger - Shadford,,Granger - Shadford,,Granger - Shadford,,Granger - Shadford,,Granger - Shadford
Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw
R. Fair Oaks Parkway (0.94),,R. Fair Oaks Parkway (0.94),,R. Fair Oaks Parkway (0.94),,R. Fair Oaks Parkway (0.94),,R. Fair Oaks Parkway (0.94),,R. Fair Oaks Parkway (0.94)
L. Ives Ln. (1.23),,L. Ives Ln. (1.23),,L. Ives Ln. (1.23),,L. Ives Ln. (1.23),,L. Ives Ln. (1.23),,L. Ives Ln. (1.23)
L. Hermitage Rd. (1.27),,L. Hermitage Rd. (1.27),,L. Hermitage Rd. (1.27),,L. Hermitage Rd. (1.27),,L. Hermitage Rd. (1.27),,L. Hermitage Rd. (1.27)
R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37),,R. Wallingford Rd. (1.37)
R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49),,R. Woodside Rd. (1.49)
R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62),,R. Shadford Rd. (1.62)
Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.,,Cross Packard to Henry St.
R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38),,R. E. Park Pl. (2.38)
R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67),,R. Granger Ave. (2.67)
L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10),,L. Baldwin Ave. (3.10)
L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77),,L. Washtenaw (3.77)
Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB,,Washtenaw back to CCRB
Total: 4.27,,Total: 4.27,,Total: 4.27,,Total: 4.27,,Total: 4.27,,Total: 4.27
