R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43)
R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89)
R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02)
Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB
Total: 7.67,,Total: 7.67,,Total: 7.67,,Total: 7.67
,,,,,,
Scio Maple Liberty,,Scio Maple Liberty,,Scio Maple Liberty,,Scio Maple Liberty
"through Diag, S. on State",,"through Diag, S. on State",,"through Diag, S. on State",,"through Diag, S. on State"
R. on E. Hoover (1.06),,R. on E. Hoover (1.06),,R. on E. Hoover (1.06),,R. on E. Hoover (1.06)
L. Main St. (1.48),,L. Main St. (1.48),,L. Main St. (1.48),,L. Main St. (1.48)
R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43)
R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89)
R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02)
Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB
Total: 7.67,,Total: 7.67,,Total: 7.67,,Total: 7.67
,,,,,,
Scio Maple Liberty,,Scio Maple Liberty,,Scio Maple Liberty,,Scio Maple Liberty
"through Diag, S. on State",,"through Diag, S. on State",,"through Diag, S. on State",,"through Diag, S. on State"
R. on E. Hoover (1.06),,R. on E. Hoover (1.06),,R. on E. Hoover (1.06),,R. on E. Hoover (1.06)
L. Main St. (1.48),,L. Main St. (1.48),,L. Main St. (1.48),,L. Main St. (1.48)
R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43)
R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89)
R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02)
Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB
Total: 7.67,,Total: 7.67,,Total: 7.67,,Total: 7.67
,,,,,,
Scio Maple Liberty,,Scio Maple Liberty,,Scio Maple Liberty,,Scio Maple Liberty
"through Diag, S. on State",,"through Diag, S. on State",,"through Diag, S. on State",,"through Diag, S. on State"
R. on E. Hoover (1.06),,R. on E. Hoover (1.06),,R. on E. Hoover (1.06),,R. on E. Hoover (1.06)
L. Main St. (1.48),,L. Main St. (1.48),,L. Main St. (1.48),,L. Main St. (1.48)
R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43),,R. Scio Church Rd. (2.43)
R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89),,R. S. Maple Rd. (3.89)
R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02),,R. Liberty Rd. (5.02)
Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB,,Liberty to N. Univ. to CCRB
Total: 7.67,,Total: 7.67,,Total: 7.67,,Total: 7.67
